Gene_set	Term	P-value	Adjusted P-value	Old P-value	Old adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	platelet degranulation (GO:0002576)	6.234722e-14	2.599879e-10	0	0	6.314136e+00	1.919880e+02	BLK;CFD;TOR4A;APP;SPARC;SERPINA1;WDR1;ITGB3;ITGA2B;SERPINE1;STXBP2;ENDOD1;F13A1;CLU;CYB5R1;TMSB4X;PSAP;TIMP1;LY6G6F;VTI1B;SRGN;TGFB1;ACTN1;RAB27B;PPBP;GTPBP2;TUBA4A;CD9;TAGLN2;MAGED2;TLN1;CALM1;ALDOA;FERMT3;PF4
GO_Biological_Process_2021	regulated exocytosis (GO:0045055)	4.334933e-12	9.038334e-09	0	0	4.603979e+00	1.204600e+02	BLK;CFD;TOR4A;APP;SPARC;SERPINA1;WDR1;ITGB3;ITGA2B;SERPINE1;STXBP2;ENDOD1;F13A1;CLU;CYB5R1;SYNGR2;TMSB4X;PSAP;TIMP1;LY6G6F;VTI1B;SNCA;SRGN;TGFB1;ACTN1;RAB27B;PPBP;GTPBP2;TUBA4A;RAB11B;RAB10;CD9;TAGLN2;MAGED2;TLN1;CALM1;ALDOA;FERMT3;PF4
GO_Biological_Process_2021	homotypic cell-cell adhesion (GO:0034109)	5.902501e-08	8.204476e-05	0	0	8.522539e+00	1.418603e+02	P2RY12;ITGB3;ACTN1;HSPB1;ILK;GP1BA;MYL12A;PIK3CG;GNAS;TLN1;CLIC1;MYL9;CD99;FERMT3;TJP2
GO_Biological_Process_2021	neutrophil activation involved in immune response (GO:0002283)	2.542308e-07	2.650356e-04	0	0	2.051408e+00	3.115068e+01	GPI;SERPINA1;SLC44A2;GMFG;SNAP23;PYGL;PSMD7;FTH1;CPNE1;COTL1;RAC1;CAPN1;SNAP29;CTSC;KCMF1;SERPINB1;HSP90AA1;DBNL;FCER1G;SYK;IST1;PRKCD;HLA-C;CYBB;MIF;DYNLL1;RHOA;SERPINB6;FGR;PKM;BIN2;RAB37;NPC2;PPIE;CD47;ALDOA;FTL;CFD;CSTB;ASAH1;VCP;ROCK1;PTAFR;FGL2;STXBP2;RAP1B;PGRMC1;PSAP;STOM;LTA4H;CTSA;GSN;TRAPPC1;ARPC5;PPBP;TUBB4B;MAPK14;PRDX6;SVIP;DERA;RAB10;DIAPH1;PTPRC;VAPA;IMPDH1;IMPDH2;P2RX1;LCN2;LAMTOR2;PTPN6;LAMTOR1;YPEL5;CD68;GLA
GO_Biological_Process_2021	neutrophil degranulation (GO:0043312)	3.563516e-07	2.971972e-04	0	0	2.040965e+00	3.030291e+01	GPI;SERPINA1;SLC44A2;GMFG;SNAP23;PYGL;PSMD7;FTH1;CPNE1;COTL1;RAC1;CAPN1;SNAP29;CTSC;KCMF1;SERPINB1;HSP90AA1;DBNL;FCER1G;IST1;PRKCD;HLA-C;CYBB;MIF;DYNLL1;RHOA;SERPINB6;FGR;PKM;BIN2;RAB37;NPC2;PPIE;CD47;ALDOA;FTL;CFD;CSTB;ASAH1;VCP;ROCK1;PTAFR;FGL2;STXBP2;RAP1B;PGRMC1;PSAP;STOM;LTA4H;CTSA;GSN;TRAPPC1;ARPC5;PPBP;TUBB4B;MAPK14;PRDX6;SVIP;DERA;RAB10;DIAPH1;PTPRC;VAPA;IMPDH1;IMPDH2;P2RX1;LCN2;LAMTOR2;PTPN6;LAMTOR1;YPEL5;CD68;GLA
GO_Biological_Process_2021	regulation of platelet aggregation (GO:0090330)	4.789653e-07	3.328809e-04	0	0	2.038381e+01	2.966178e+02	BLK;DMTN;SERPINE2;SYK;PRKCD;CD9;ALOX12;F11R;SH2B3
GO_Biological_Process_2021	neutrophil mediated immunity (GO:0002446)	7.041171e-07	4.194526e-04	0	0	1.997531e+00	2.829767e+01	GPI;SERPINA1;SLC44A2;GMFG;SNAP23;PYGL;PSMD7;FTH1;CPNE1;COTL1;RAC1;CAPN1;SNAP29;CTSC;KCMF1;SERPINB1;HSP90AA1;DBNL;FCER1G;IST1;PRKCD;HLA-C;CYBB;MIF;DYNLL1;RHOA;SERPINB6;FGR;PKM;BIN2;RAB37;NPC2;PPIE;CD47;ALDOA;FTL;CFD;CSTB;ASAH1;VCP;ROCK1;PTAFR;FGL2;STXBP2;RAP1B;PGRMC1;PSAP;STOM;LTA4H;CTSA;GSN;TRAPPC1;ARPC5;PPBP;TUBB4B;MAPK14;PRDX6;SVIP;DERA;RAB10;DIAPH1;PTPRC;VAPA;IMPDH1;IMPDH2;P2RX1;LCN2;LAMTOR2;PTPN6;LAMTOR1;YPEL5;CD68;GLA
GO_Biological_Process_2021	platelet aggregation (GO:0070527)	8.367585e-07	4.361604e-04	0	0	7.867649e+00	1.100978e+02	P2RY12;ITGB3;ACTN1;HSPB1;ILK;GP1BA;MYL12A;PIK3CG;GNAS;TLN1;CLIC1;MYL9;FERMT3
GO_Biological_Process_2021	post-Golgi vesicle-mediated transport (GO:0006892)	1.271870e-06	5.892996e-04	0	0	3.812031e+00	5.174841e+01	NAPA;APP;ARF1;SNAP23;AP1B1;DTNBP1;CLTA;AP2A1;ARRB1;COMMD1;CLINT1;DNM2;RAB10;BLOC1S6;RABIF;RABEP1;AP1G2;BLOC1S1;FTH1;AP1S2;CHMP2A;CORO7;FTL
GO_Biological_Process_2021	positive regulation of protein kinase activity (GO:0045860)	4.247634e-06	1.771264e-03	0	0	2.942019e+00	3.639026e+01	CSF1R;CDKN1A;RALB;ITGB3;CIB1;ADRB2;CLU;PAK1;PDCD10;CCL5;SNX9;IL6R;SNCA;MAP2K3;PTPN1;HSP90AA1;MMD;STRADB;PRKCD;PTK2;RHOA;PTPRC;TAOK3;RAPGEF2;CALM3;TAB2;CAMK1;CALM1;LAT
