Gene_set	Term	P-value	Adjusted P-value	Old P-value	Old adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Cellular_Component_2021	cytosolic large ribosomal subunit (GO:0022625)	1.846919e-09	6.685846e-07	0	0	6.477056e+00	1.302520e+02	RPL30;RPL3;RPL32;RPL21;RPL31;RPL34;RPLP1;RPL23;RPL12;RPLP0;RPL35A;RPL6;RPL37A;RPL35;RPLP2;RPL24;RPL13;RPL38;RPL27;RPL29;RPL28;RSL24D1
GO_Cellular_Component_2021	cell-substrate junction (GO:0030055)	8.262408e-09	8.694905e-07	0	0	2.417357e+00	4.499076e+01	RPL30;RPL3;RPL31;ARPC1B;RPLP1;RPLP0;FHL1;ITGB2;SNAP23;GDI2;ARPC5L;SLA;ILK;RPL6;SYNE2;ACTB;RPS15;RPS14;RPS18;CFL1;RPLP2;RPL38;ITGAV;B2M;YWHAG;ACTR3;CAP1;ACTR2;TPM4;RPS8;RPL23;ACTN1;IL16;RHOB;DNM2;CTTN;RPL37A;IRF2;RPL27;EVL;MAPRE2;ARF6;CD151;RPL12;NEXN;IQGAP1;PDLIM1;NCSTN;PCBP2;GNA12;PTK2B;CD59;HSPA9;GIT2;NPM1;GSN;ARPC5;PARVB;DAB2;PTPRC;PTPRA;CD9;CALR;FERMT3;LIMS1
GO_Cellular_Component_2021	large ribosomal subunit (GO:0015934)	9.398055e-09	8.694905e-07	0	0	5.734957e+00	1.059979e+02	RPL30;RPL3;RPL32;RPL21;RPL31;RPL34;RPLP1;RPL23;RPL12;RPLP0;RPL35A;RPL6;RPL37A;RPL35;RPLP2;RPL24;RPL13;RPL38;RPL27;RPL29;RPL28;RSL24D1
GO_Cellular_Component_2021	secretory granule lumen (GO:0034774)	1.047183e-08	8.694905e-07	0	0	2.650972e+00	4.871048e+01	LGALS3BP;APP;CDA;PYGB;SPARC;HSP90AB1;GDI2;OLA1;F13A1;PYGL;CLU;OSTF1;B2M;CAP1;SRGN;CCT2;ACTR2;DBNL;NHLRC3;ACTN1;TUBB;MIF;AMPD3;PSMA5;EEF1A1;DNAJC3;PKM;PPIE;S100A8;FTL;CFD;PSMD13;GSTP1;RETN;GNS;PLAC8;SDCBP;CCT8;ELANE;CTSA;GSN;TGFB1;XRCC5;PPBP;ARPC5;TUBB4B;MAPK14;PRDX6;IMPDH2;MAGED2;MNDA;GLA;FERMT3;PF4
GO_Cellular_Component_2021	focal adhesion (GO:0005925)	1.200954e-08	8.694905e-07	0	0	2.407947e+00	4.391509e+01	RPL30;RPL3;RPL31;ARPC1B;RPLP1;RPLP0;FHL1;ITGB2;SNAP23;GDI2;ARPC5L;SLA;ILK;RPL6;SYNE2;ACTB;RPS15;RPS14;RPS18;CFL1;RPLP2;RPL38;ITGAV;B2M;YWHAG;ACTR3;CAP1;ACTR2;TPM4;RPS8;RPL23;ACTN1;IL16;RHOB;DNM2;CTTN;RPL37A;IRF2;RPL27;EVL;MAPRE2;ARF6;CD151;RPL12;NEXN;IQGAP1;PDLIM1;NCSTN;PCBP2;GNA12;PTK2B;CD59;HSPA9;GIT2;NPM1;GSN;ARPC5;PARVB;DAB2;PTPRC;PTPRA;CD9;CALR;LIMS1
GO_Cellular_Component_2021	ribosome (GO:0005840)	5.303585e-07	2.821627e-05	0	0	4.670425e+00	6.748629e+01	RPL30;RPL32;RPL31;DHX9;RPL23;MRPS7;RPL6;RPS26;RPS28;SERP1;LARP1;RPS27;RPS18;RPL24;EIF3H;RPL38;RPL27;RPS21;NCK1;SF1
GO_Cellular_Component_2021	intracellular membrane-bounded organelle (GO:0043231)	5.456185e-07	2.821627e-05	0	0	1.352747e+00	1.950843e+01	ITSN2;RPL30;CHIC2;RPL3;NOC2L;RPL6;DCAF7;ALKBH3;ZFYVE27;TBK1;PPP4R2;ZXDB;GPBP1;ZC3H12A;IER2;RNF111;ZNF17;PIH1D1;CSNK2A2;MED4;PRKAB1;WDR76;RUFY1;EID1;RNF125;EWSR1;RPL27;CGGBP1;SF1;URI1;ZNF395;PDXDC1;CTBP1;SDR39U1;XPC;IQGAP1;MEFV;OAZ1;HSPH1;PTPMT1;ZBTB7A;RREB1;SERF2;NAA50;NFE2;ZNF264;JUN;PHC1;CCZ1B;GTF2IRD2;IRF2BP2;UPF3B;MAD2L1BP;NR1D2;SLC16A10;SNF8;PRDX6;PHC3;ZNF37A;TDP2;HNRNPD;HBP1;CDK13;BTG2;BTG1;DENND1A;RPLP0;CLINT1;UBL5;TUBA1C;MRPL40;TSPO;AP3S1;CIC;IKBKE;UPF1;TPI1;SLC2A13;SIRT5;FOS;DYNLL1;DYNLL2;DDB2;SIRT3;PSMA5;SLC7A6;TUBB2A;PSMA4;ZEB1;DLD;ZNF232;SAMD9;CIPC;GPS2;PTGS1;BCLAF1;PSMB4;PPP1R7;AP2S1;LEO1;RPL13;BRD9;RPS27A;ZNF345;ZNF101;CDKN2D;MBD4;SF3A1;TRMT10B;GSN;ZNF580;NR1H2;STAT3;TUBB4B;ELP5;PSMB8;TARBP1;ZNF33A;PSMC5;SNX17;YPEL5;LAMTOR4;CRLF3;UBE2D3;MAP3K7CL;ZBTB20;PARK7;CLU;STK11;GRAP2;CFL1;PIM1;SMARCAD1;KPNA5;PHLDA1;AP2M1;MEN1;RAB2A;BNIP3L;IK;ZNF681;KHNYN;RPS8;IGFBP3;USP3;RPS6;RPSA;VRK2;ATP11A;VRK3;GOLGA8B;SNRPF;SNRNP200;SQSTM1;S100A8;KHDRBS1;DNMT1;ANKRD16;KMT2A;MAX;ISG20L2;PHB;SBNO1;NPAT;SBNO2;BAG1;ABL1;IP6K1;ZNF302;ZNF786;AKIRIN2;AKIRIN1;POLR3GL;ARPC5;NSG1;FBXO32;LSM4;NFKB2;CDK8;DAB2;LSM7;GON4L;CDK2;PIN1;RAB5A;HSP90AB1;RNF13;CALCOCO2;CELF1;CELF2;FHL1;AKAP8L;LRRK1;SYNE2;SART1;FUNDC2;LBH;WDR5;TRIM69;HIF1AN;IDH3A;EIF5A;ACTR3;ACTR2;GPX4;RFC1;ACTR5;EDF1;VPS37B;PTBP2;DDOST;ARL4C;PPM1A;PKM;RPL37A;ZNF513;BIRC6;DNAJC9;NSRP1;WBP2;CEBPG;LENG8;PBXIP1;PDHB;HDAC6;MALT1;DNAJB1;PARD6A;DNAJB6;POLR2E;DRAM2;UBQLN4;NDUFA9;PTPN18;DUT;RNGTT;SMOX;CNBP;GZMB;CDC5L;HNRNPAB;SNRK;RAB14;IMPDH2;EIF3G;PDCD4;DRG2;EIF3E;MNDA;TPT1;SPG21;PANK4;CCNK;SPARC;SMARCB1;TP53RK;MT1X;IKZF1;ACTB;CCAR1;RPS15;LGALS3;FRAT1;RPS18;FTH1;MAGOH;EPC1;ZNF721;ZFPL1;CCDC92;GLUL;FBXO7;RPS12;SKP1;TMPO;METTL3;AP1B1;TALDO1;JMJD8;CDC34;VDAC3;MT1F;CCDC86;CD2BP2;KDELR2;BEX4;DHX9;TSHZ2;TXN;NLK;FXR1;STRIP1;ZNHIT1;XRRA1;MIER2;PCBP2;DHX36;SWI5;ZBED1;SNX5;SEC31A;CTSA;RABGAP1L;XBP1;BCL11B;XRCC5;GADD45A;MEIG1;ZBTB9;PARP10;RPS27;GOLGB1;INTS5;NDUFAF3;CALM3;RNPS1;CALR;TOP2B;PPP1R11;RSF1;CROT;COIL;XPO6;TMED2;ACADM;PRMT5;STRADA;TUBB;NCOA4;AGTRAP;KIF22;RHOC;SUPT3H;RHOB;SCNM1;CTTN;NFX1;TAX1BP3;PTMA;SATB1;CAPG;PRKX;RELA;TCEAL8;ZFP14;CHRAC1;EXOSC8;NPM1;NFYA;ERCC6L2;YIPF3;XPO7;KRT10;MLH3;RAB11A;PEX14;GFI1B;STK17A;CAMK4;HNRNPA2B1;MPHOSPH8;CRTC3;PRDM4;ARID4B;ACRBP;EEF1B2;CWC22;BANF1;PCID2;TRAPPC2L;ACOT13;EEF1A1;SPOCD1;PSPC1;PRPF3;SBDS;CMPK1;PPIE;PLAA;MATR3;PPIH;PSMD10;DDX5;UBA7;PSMD13;DDX1;SDCBP;EMG1;UBB;SMAD2;CBX7;UBE2H;CPSF6;TGFB1;CBX1;ASPSCR1;CCZ1;CWC15;NFKBIA;NR4A2;EIF2S3;NASP;NABP2;UBE2K;PICALM;PHF19;RBM27;GSK3B;USP36;NAA40;PRKCSH;TNFAIP3;PKD1;HK2;CABIN1;SNAPC5;DBP;POLK;CNPPD1;POLH;EED;USP44;ABHD14B;PPP2R5D;UTP18;ETV6;DDX19B;EEF1D;IRF2;BLVRB;RBMS1;IRF8;FBP1;USP16;NAA20;USP12;TBRG1;MAPK9;TFPT;UGP2;PABPN1;POLD2;PTK2B;SNCA;TAF12;ZNF181;NAP1L1;MAPK14;CCS;KANSL3;RPS6KB2;POLE3;RGS10;ACIN1;CHPT1;BUD13;SSBP3
GO_Cellular_Component_2021	mitochondrial membrane (GO:0031966)	8.202051e-06	3.711428e-04	0	0	1.906302e+00	2.232494e+01	MRS2;IFI27L2;MRPS15;NDUFA11;NDUFA12;COX4I1;MRPL39;MRPL36;COX6A1;CLU;COX7C;HK2;MRPL42;LGALS3;MRPL40;CASP8;TSPO;UQCRFS1;ACADM;IKBKE;CHCHD1;BNIP3L;MRPS26;MRPS27;MRPS21;VRK2;ACSL3;MRPS7;SDHA;SDHB;DNM2;RAB32;COX7A2L;HAX1;DNAJC30;NDUFS5;VDAC3;MICU1;NDUFB9;NDUFB7;NDUFB6;MRPS35;NDUFB11;MRPL18;PHB;OMA1;COX5B;MRPL54;UQCRH;PARL;PGRMC1;UBB;MFN2;BID;RPS27A;NDUFA9;NDUFA8;TRAP1;NDUFA4;NDUFA1;RMDN3;COX6C;COQ5;TOMM7;NDUFAF3;CDS2
GO_Cellular_Component_2021	polysomal ribosome (GO:0042788)	9.754538e-06	3.923492e-04	0	0	6.402285e+00	7.386815e+01	RPS26;RPL30;RPS28;LARP1;RPL32;DHX9;RPL31;EIF3H;RPL24;RPL38;RPS21;RPL6
GO_Cellular_Component_2021	nucleus (GO:0005634)	1.247071e-05	4.514399e-04	0	0	1.313682e+00	1.483426e+01	RPL30;RPL3;NOC2L;RPL6;DCAF7;ALKBH3;PPP4R2;ZXDB;GPBP1;ZC3H12A;IER2;RNF111;ZNF17;PIH1D1;CSNK2A2;MED4;PRKAB1;WDR76;EID1;EWSR1;RPL27;CGGBP1;SF1;URI1;ZNF395;CTBP1;SDR39U1;XPC;IQGAP1;MEFV;OAZ1;HSPH1;PTPMT1;ZBTB7A;RREB1;SERF2;NAA50;NFE2;ZNF264;JUN;PHC1;GTF2IRD2;IRF2BP2;UPF3B;MAD2L1BP;NR1D2;SNF8;PRDX6;PHC3;ZNF37A;TDP2;HNRNPD;HBP1;CDK13;BTG2;BTG1;RPLP0;UBL5;TUBA1C;MRPL40;CIC;IKBKE;UPF1;TPI1;SIRT5;FOS;DYNLL1;DYNLL2;DDB2;SIRT3;PSMA5;TUBB2A;PSMA4;ZEB1;DLD;CIPC;GPS2;BCLAF1;PSMB4;PPP1R7;LEO1;RPL13;BRD9;RPS27A;ZNF345;ZNF101;CDKN2D;MBD4;SF3A1;TRMT10B;GSN;ZNF580;NR1H2;STAT3;TUBB4B;ELP5;PSMB8;TARBP1;ZNF33A;PSMC5;YPEL5;CRLF3;UBE2D3;MAP3K7CL;ZBTB20;PARK7;CLU;STK11;GRAP2;CFL1;PIM1;SMARCAD1;KPNA5;PHLDA1;MEN1;RAB2A;BNIP3L;IK;ZNF681;KHNYN;RPS8;IGFBP3;USP3;RPS6;RPSA;VRK2;VRK3;SNRPF;SNRNP200;S100A8;KHDRBS1;DNMT1;ANKRD16;KMT2A;MAX;ISG20L2;PHB;SBNO1;NPAT;SBNO2;BAG1;ABL1;IP6K1;ZNF302;ZNF786;AKIRIN2;AKIRIN1;POLR3GL;ARPC5;NSG1;FBXO32;LSM4;NFKB2;CDK8;LSM7;GON4L;CDK2;PIN1;HSP90AB1;CALCOCO2;CELF1;CELF2;FHL1;AKAP8L;SYNE2;SART1;FUNDC2;LBH;WDR5;TRIM69;HIF1AN;IDH3A;EIF5A;ACTR3;ACTR2;GPX4;RFC1;ACTR5;EDF1;PTBP2;ARL4C;PPM1A;PKM;RPL37A;ZNF513;BIRC6;DNAJC9;NSRP1;WBP2;CEBPG;LENG8;PBXIP1;PDHB;HDAC6;MALT1;DNAJB1;PARD6A;DNAJB6;POLR2E;UBQLN4;NDUFA9;PTPN18;DUT;RNGTT;CNBP;GZMB;CDC5L;HNRNPAB;SNRK;IMPDH2;EIF3G;PDCD4;DRG2;EIF3E;TPT1;PANK4;CCNK;SMARCB1;TP53RK;MT1X;IKZF1;ACTB;CCAR1;RPS15;LGALS3;RPS18;FTH1;MAGOH;EPC1;ZNF721;ZFPL1;GLUL;FBXO7;SKP1;TMPO;METTL3;TALDO1;JMJD8;CDC34;VDAC3;MT1F;CCDC86;CD2BP2;BEX4;DHX9;TSHZ2;TXN;NLK;FXR1;STRIP1;ZNHIT1;XRRA1;MIER2;PCBP2;DHX36;SWI5;ZBED1;RABGAP1L;XBP1;BCL11B;XRCC5;GADD45A;MEIG1;ZBTB9;PARP10;RPS27;INTS5;NDUFAF3;CALM3;RNPS1;CALR;TOP2B;PPP1R11;RSF1;COIL;XPO6;ACADM;PRMT5;STRADA;TUBB;NCOA4;KIF22;SUPT3H;RHOB;SCNM1;NFX1;PTMA;SATB1;CAPG;PRKX;RELA;TCEAL8;ZFP14;CHRAC1;EXOSC8;NPM1;NFYA;ERCC6L2;XPO7;KRT10;MLH3;PEX14;GFI1B;STK17A;CAMK4;HNRNPA2B1;MPHOSPH8;CRTC3;PRDM4;ARID4B;ACRBP;EEF1B2;CWC22;BANF1;PCID2;TRAPPC2L;ACOT13;EEF1A1;SPOCD1;PSPC1;PRPF3;SBDS;CMPK1;PPIE;PLAA;MATR3;PSMD10;DDX5;UBA7;PSMD13;DDX1;SDCBP;EMG1;UBB;SMAD2;CBX7;UBE2H;CPSF6;TGFB1;CBX1;CWC15;NFKBIA;NR4A2;EIF2S3;NASP;NABP2;UBE2K;PICALM;PHF19;RBM27;GSK3B;USP36;NAA40;TNFAIP3;PKD1;CABIN1;SNAPC5;DBP;POLK;CNPPD1;POLH;EED;USP44;ABHD14B;PPP2R5D;UTP18;ETV6;DDX19B;EEF1D;IRF2;RBMS1;IRF8;FBP1;USP16;NAA20;USP12;TBRG1;MAPK9;TFPT;UGP2;PABPN1;POLD2;PTK2B;SNCA;TAF12;ZNF181;NAP1L1;MAPK14;CCS;RPS6KB2;POLE3;RGS10;ACIN1;BUD13;SSBP3
