Gene_set	Term	P-value	Adjusted P-value	Old P-value	Old adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Molecular_Function_2021	oxidoreduction-driven active transmembrane transporter activity (GO:0015453)	1.657560e-13	1.284609e-10	0	0	9.524699e+00	2.802953e+02	NDUFA13;NDUFB7;NDUFB10;NDUFB5;COX4I1;NDUFB2;NDUFB1;UQCR10;COX6A1;COX5B;COX5A;UQCRFS1;NDUFV3;COX8A;NDUFA3;NDUFA2;NDUFA1;NDUFC2;COX6B1;COX7A2L;NDUFS8;NDUFS7;NDUFS6;UQCRQ;NDUFS3;UQCRC1
GO_Molecular_Function_2021	NADH dehydrogenase (quinone) activity (GO:0050136)	1.678549e-07	4.336251e-05	0	0	7.574361e+00	1.181613e+02	NDUFA13;NDUFB7;NDUFB10;NDUFB5;NDUFA3;NDUFA2;NDUFB2;NDUFA1;NDUFB1;NDUFC2;NDUFS8;NDUFS7;NDUFS6;NDUFS3;NDUFV3
GO_Molecular_Function_2021	NADH dehydrogenase (ubiquinone) activity (GO:0008137)	1.678549e-07	4.336251e-05	0	0	7.574361e+00	1.181613e+02	NDUFA13;NDUFB7;NDUFB10;NDUFB5;NDUFA3;NDUFA2;NDUFB2;NDUFA1;NDUFB1;NDUFC2;NDUFS8;NDUFS7;NDUFS6;NDUFS3;NDUFV3
GO_Molecular_Function_2021	active ion transmembrane transporter activity (GO:0022853)	2.367586e-07	4.587199e-05	0	0	1.089007e+01	1.661413e+02	COX8A;COX7A2L;SLCO3A1;UQCRQ;COX4I1;UQCRC1;UQCRFS1;UQCR10;COX5B;COX6A1;COX5A;COX6B1
GO_Molecular_Function_2021	protein homodimerization activity (GO:0042803)	8.092823e-07	1.080813e-04	0	0	1.959076e+00	2.748018e+01	CDA;CALCOCO2;PDCD6;PLEK;ENO1;AHR;PARK7;TRIM8;PYCARD;HHEX;IMPA2;GLIPR2;KYNU;MLX;AKT1;MFSD1;NUDT16;LRRFIP1;IL6R;SH3GLB1;BNIP3L;TPI1;STARD3NL;RIPK2;TESC;SLC11A1;DNTTIP1;IRAK3;COMMD1;OXA1L;TYROBP;DPYD;S100A6;CHMP4B;ANG;TKT;ATF3;PAFAH1B2;CSF1R;CEBPA;CEBPB;PDXK;SHMT2;HM13;CORO1A;TYMP;SNX2;NACC2;PSAP;HMOX1;FLNA;ZBTB7B;SRGAP2;S100A11;S100A10;MCL1;NQO2;GCA;CARD9;NAGA;LILRB1;MYO9B;SNF8;LILRB2;GGCT;BST2;CCDC88A;CD4;TP53I3;S100Z;GLB1;BHLHE40;CRYL1;BAX;GLA;MAP3K11
GO_Molecular_Function_2021	proton transmembrane transporter activity (GO:0015078)	8.367585e-07	1.080813e-04	0	0	7.867649e+00	1.100978e+02	COX8A;COX4I1;UQCR10;COX5B;COX6A1;COX5A;COX6B1;COX7A2L;UQCRQ;ATP6V1B2;UQCRC1;UQCRFS1;ATP6V1F
GO_Molecular_Function_2021	endopeptidase inhibitor activity (GO:0004866)	1.875148e-06	2.076057e-04	0	0	4.986515e+00	6.575630e+01	CAST;CSTB;SERPINB1;CSTA;SERPINA1;ANXA2;FURIN;SPINT2;RENBP;SERPINB6;BST2;CST3;TIMP2;SERPING1;CARD16;TIMP1;GAPDH
GO_Molecular_Function_2021	actin binding (GO:0003779)	7.525595e-06	6.967227e-04	0	0	2.903439e+00	3.425245e+01	FLII;ARPC1A;TWF2;FHL3;IQGAP2;MEFV;CORO1A;TMSB4X;COTL1;TNNI2;PHACTR1;TMSB10;PDLIM7;SNCA;GSN;MYO9B;PARVB;SSH2;CCDC88A;PARVG;MSRB2;ANG;LCP1;P4HB;PFN1;ALDOA;MYO1F;MSRB1
GO_Molecular_Function_2021	amyloid-beta binding (GO:0001540)	8.790107e-06	6.967227e-04	0	0	4.292200e+00	4.996929e+01	LRPAP1;CD74;ITGAM;LRP1;ITGB2;LILRB1;LILRB2;LILRB3;CST3;MARCO;PFDN2;CD36;PFDN5;TLR4;APBB3;TLR2;PICALM
GO_Molecular_Function_2021	Toll-like receptor binding (GO:0035325)	8.989970e-06	6.967227e-04	0	0	2.110948e+01	2.452795e+02	UNC93B1;TOLLIP;CD36;S100A9;MYD88;S100A8;TLR2
GO_Molecular_Function_2021	cytochrome-c oxidase activity (GO:0004129)	2.257952e-05	1.590830e-03	0	0	1.583083e+01	1.693656e+02	COX8A;COX7A2L;COX4I1;COX5B;COX6A1;COX5A;COX6B1
GO_Molecular_Function_2021	superoxide-generating NAD(P)H oxidase activity (GO:0016175)	5.457522e-05	3.524649e-03	0	0	4.517570e+01	4.434415e+02	NCF1;NCF2;NCF4;CYBB;CYBA
GO_Molecular_Function_2021	MHC class II protein complex binding (GO:0023026)	1.039481e-04	6.196906e-03	0	0	8.043694e+00	7.377370e+01	YWHAE;CD74;CD4;HLA-DMA;HLA-DMB;PKM;HLA-DRA;HLA-DRB1
GO_Molecular_Function_2021	oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor (GO:0050664)	1.454248e-04	8.050304e-03	0	0	1.355934e+01	1.198083e+02	CYB5R4;NCF1;NCF2;NCF4;CYBB;CYBA
