Gene_set	Term	P-value	Adjusted P-value	Old P-value	Old adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Cellular_Component_2021	intracellular membrane-bounded organelle (GO:0043231)	1.905861e-14	6.842041e-12	0	0	1.586555e+00	5.012127e+01	RPL4;RPL5;RPL3;HNRNPU;ENO1;NOC2L;SMC4;RPL6;PSMD8;PSMD9;PSMD7;SCP2;AP1S2;BBX;IER5;PRKACB;IER2;IER3;DDX17;STARD3;MBNL1;CSNK2A1;FNBP1;ZNF281;RPL22;UNC13D;MED6;SCAMP2;EID1;RNF126;DDX39A;CDIP1;PRKD2;MPPE1;CLOCK;SET;CTBP2;XPA;WDR61;MTDH;PRDX5;PRDX4;PRDX1;LTA4H;ZBTB7A;SERF2;VTI1B;LYN;JUN;PRPF38A;NFATC2;UPF3A;SNF8;PBX4;EIF1;EHD1;HNRNPM;FIBP;EIF5;EIF6;HNRNPF;HNRNPD;PPT1;MMS19;PSMG1;ITPA;DENND1B;BTG1;TCF25;ARPC1A;HEXA;PRKAG1;CLTB;PRSS23;LITAF;ZNF48;PQBP1;MED17;UBL5;CSRP1;AIFM1;RIOK2;JAK1;NELFE;ANXA1;WDR37;DUSP1;NSUN2;SERPINB9;SIRT7;DYNLL1;DDB2;GCHFR;PSMA5;DDB1;PSMA6;VAMP7;PSMA1;HCLS1;VAMP2;SF3B5;SF3B3;CTDP1;AHNAK;AP5Z1;DLST;AOAH;ASCL2;PSMA7;BCLAF1;PSMB3;NSD1;PPP1R7;PSMB1;RPL15;RPS2;RPL18;SF3A3;CDKN2D;SF3A1;GSN;CDKN2C;ZNF580;UTP3;AGK;STAT3;SAAL1;ELP6;PSMB8;PSMB9;PSMC6;PSMC4;SERBP1;FOSB;PKN1;YPEL5;CRLF3;MTCH2;DGKD;PDCD6;UBE2D2;UBE2D3;ZBTB20;RPL10A;YY1;GRAP2;CFL1;PIM1;ZNF326;KPNA4;MAF1;TXNL4A;SNRNP35;HMGN1;KPNA1;USP7;RPS7;USP4;RPS6;F2R;CTNNBIP1;GTF3A;RPSA;VRK3;DGKZ;MSH3;KAT6A;SRSF2;SRSF4;ERH;SNRPE;SNRPF;SNRNP25;SQSTM1;SRSF7;SNRPB;ZNF791;NOTCH1;ANKRD11;BAG6;STIP1;SLC9A3R1;ORC4;SBNO1;TPR;HACL1;MAP2K7;ZNF302;IP6K2;AKIRIN2;OSBPL8;TIA1;POLR3GL;API5;LSM1;EEF2;ADAP1;LSM4;HOPX;LSM2;DRAP1;LSM6;CNOT7;ARPC2;ARPC3;TADA3;SP3;PIN1;ZNF655;RNF187;RNF10;CALCOCO1;RNF13;CELF1;CALCOCO2;CELF2;FASLG;ZC3H6;ARRB2;SART1;DUSP12;LBH;IDH3B;TNPO1;BCAS2;ACTR3;HSP90AA1;GPX4;VEZF1;VPS37A;VPS37B;REXO2;RAD23B;DDOST;PATL2;ARL4C;SYF2;CTDSP1;TMBIM6;SNRPA1;SLC25A5;GAPDH;RNF34;WBP2;CCDC69;SRSF1;PDHB;CXXC5;PPM1G;VPS51;RBBP4;KATNA1;POLR2G;SNRPB2;HNRNPA1;POLR2L;CYB5B;NDUFA9;SMARCE1;DUT;SSB;GZMA;CNBP;TPRKB;GZMB;RPL23A;EXOG;PNRC1;GZMH;KLF6;PINK1;DRG1;PTPN6;STUB1;EIF3E;TPT1;TCERG1;PANK2;SMARCB1;GFI1;ECI2;CCNC;NUDT5;ACTB;UXT;NFU1;RASSF5;BSG;CHEK1;EPC1;ARL6IP4;SNRPD3;TRIM22;SKP1;SRRM2;SP110;SLC11A2;CIRBP;ALG2;RUNX3;INPP4A;NIF3L1;CSNK2B;XRN2;AURKAIP1;IGSF8;GGNBP2;L3MBTL2;TXK;NMD3;TXN;HNRNPLL;UBE2J1;SCFD1;ZNHIT1;RAB11FIP1;PCBP2;LYAR;SEC31A;CTSA;APOBEC3C;XBP1;BCL11B;GADD45B;XRCC5;SMARCA4;MANF;SNW1;ID2;CREBRF;GRB2;CALR;CALM1;RPS24;CLIC3;PPP1R11;PPP1R10;INTS10;AATF;HINT1;MAP1LC3B;TMED2;ACADM;RAC1;CLIC1;CTSC;TMED5;SEC13;PRMT2;TFEB;RHOG;CACYBP;RHOF;RHOC;UCHL5;COMMD5;NME1;RAD51C;SLTM;PABPC1;PTMA;SLU7;CD63;DTYMK;WAS;RELA;NT5C;SERTAD1;EXOSC9;SCAND1;DCPS;YIPF3;AKR1C3;RPA1;APTX;MAD2L2;CCNG2;HNRNPA2B1;CCNG1;CTNNB1;TARDBP;MPHOSPH8;SPPL2A;PRDM2;CWC25;CIB1;COMT;GIMAP7;ETS1;ACTG1;FBL;CHCHD2;CCND3;ZBP1;PDIA3;APLP2;LGALS9B;EEF1A1;MAU2;CHMP4B;PPIG;PPIB;PPIA;ISCU;PPID;DDX5;AKNA;TMED10;RBM8A;PSMD14;STK4;PRPF8;SDCBP;EMG1;ZMAT2;LPXN;CYC1;UBE2F;HSPA8;TGFB1;UBE2B;PHF11;CBX1;PCIF1;CCZ1;MSN;ISG15;IFT20;NFKBIA;DIAPH1;EIF2S3;BHLHE40;UBE2N;UBA3;PHF19;MUS81;DYRK4;USP36;ABCD3;PRKCSH;TNFAIP3;HMGB1;ELAVL1;NFKBIZ;RBM5;KLF10;USP47;EED;BUD31;DCXR;RPS3A;PPP2R5C;IRAK4;ARID1A;SAFB;YWHAZ;TGFBR1;DDX19B;LMBRD1;OAS1;RABEP2;EEF1D;THRAP3;IRF7;LUC7L3;MYH9;RBMS1;TERF2IP;ITGB1BP1;PFDN2;TMEM9;SASH3;ATF6B;TAF9;RNF8;MAT2B;PSMB10;NXF1;UGP2;TBX21;TRA2A;TMEM208;MAPK1;PTK2B;VHL;KLRG1;USP24;RBM38;NIPSNAP3A;CMTM6;PDE4DIP;S100B;USP28;USF1;CCS;CHPT1;NAA15;CCDC174;LPIN2;SSBP3;RAN
GO_Cellular_Component_2021	nucleus (GO:0005634)	1.770187e-12	3.177485e-10	0	0	1.553753e+00	4.204446e+01	RPL4;RPL5;RPL3;HNRNPU;ENO1;NOC2L;SMC4;RPL6;PSMD8;PSMD9;PSMD7;BBX;IER5;PRKACB;IER2;IER3;DDX17;MBNL1;CSNK2A1;ZNF281;RPL22;MED6;EID1;RNF126;DDX39A;CDIP1;PRKD2;CLOCK;SET;CTBP2;XPA;WDR61;MTDH;PRDX5;PRDX4;PRDX1;LTA4H;ZBTB7A;SERF2;LYN;JUN;PRPF38A;NFATC2;UPF3A;SNF8;PBX4;EIF1;HNRNPM;FIBP;EIF5;EIF6;HNRNPF;HNRNPD;PPT1;MMS19;PSMG1;BTG1;TCF25;ARPC1A;PRKAG1;PRSS23;ZNF48;PQBP1;MED17;UBL5;CSRP1;AIFM1;RIOK2;JAK1;NELFE;ANXA1;WDR37;DUSP1;NSUN2;SERPINB9;SIRT7;DYNLL1;DDB2;GCHFR;PSMA5;DDB1;PSMA6;PSMA1;HCLS1;SF3B5;SF3B3;CTDP1;AHNAK;AP5Z1;DLST;ASCL2;PSMA7;BCLAF1;PSMB3;NSD1;PPP1R7;PSMB1;RPL15;RPS2;RPL18;SF3A3;CDKN2D;SF3A1;GSN;CDKN2C;ZNF580;UTP3;STAT3;SAAL1;ELP6;PSMB8;PSMB9;PSMC6;PSMC4;SERBP1;FOSB;PKN1;YPEL5;CRLF3;MTCH2;DGKD;PDCD6;UBE2D2;UBE2D3;ZBTB20;RPL10A;YY1;GRAP2;CFL1;PIM1;ZNF326;KPNA4;MAF1;TXNL4A;SNRNP35;HMGN1;KPNA1;USP7;RPS7;USP4;RPS6;CTNNBIP1;GTF3A;RPSA;VRK3;DGKZ;MSH3;KAT6A;SRSF2;SRSF4;ERH;SNRPE;SNRPF;SNRNP25;SRSF7;SNRPB;ZNF791;NOTCH1;ANKRD11;BAG6;STIP1;SLC9A3R1;ORC4;SBNO1;TPR;MAP2K7;ZNF302;IP6K2;AKIRIN2;TIA1;POLR3GL;API5;LSM1;EEF2;ADAP1;LSM4;HOPX;LSM2;DRAP1;LSM6;CNOT7;ARPC2;ARPC3;TADA3;SP3;PIN1;ZNF655;RNF187;RNF10;CALCOCO1;CELF1;CALCOCO2;CELF2;FASLG;ZC3H6;ARRB2;SART1;DUSP12;LBH;IDH3B;TNPO1;BCAS2;ACTR3;HSP90AA1;GPX4;VEZF1;REXO2;RAD23B;PATL2;ARL4C;SYF2;CTDSP1;TMBIM6;SNRPA1;SLC25A5;GAPDH;RNF34;WBP2;CCDC69;SRSF1;PDHB;CXXC5;PPM1G;RBBP4;KATNA1;POLR2G;SNRPB2;HNRNPA1;POLR2L;NDUFA9;SMARCE1;DUT;SSB;GZMA;CNBP;TPRKB;GZMB;RPL23A;EXOG;PNRC1;KLF6;PINK1;DRG1;PTPN6;STUB1;EIF3E;TPT1;TCERG1;PANK2;SMARCB1;GFI1;CCNC;NUDT5;ACTB;UXT;NFU1;RASSF5;CHEK1;EPC1;ARL6IP4;SNRPD3;TRIM22;SKP1;SRRM2;SP110;SLC11A2;CIRBP;ALG2;RUNX3;INPP4A;NIF3L1;CSNK2B;XRN2;AURKAIP1;GGNBP2;L3MBTL2;TXK;NMD3;TXN;HNRNPLL;UBE2J1;ZNHIT1;PCBP2;LYAR;APOBEC3C;XBP1;BCL11B;GADD45B;XRCC5;SMARCA4;MANF;SNW1;ID2;CREBRF;GRB2;CALR;CALM1;RPS24;CLIC3;PPP1R11;PPP1R10;INTS10;AATF;HINT1;ACADM;CLIC1;PRMT2;TFEB;CACYBP;UCHL5;COMMD5;NME1;RAD51C;SLTM;PABPC1;PTMA;SLU7;DTYMK;WAS;RELA;NT5C;SERTAD1;EXOSC9;SCAND1;DCPS;AKR1C3;RPA1;APTX;MAD2L2;CCNG2;HNRNPA2B1;CCNG1;CTNNB1;TARDBP;MPHOSPH8;PRDM2;CWC25;CIB1;ETS1;ACTG1;FBL;CHCHD2;CCND3;ZBP1;PDIA3;APLP2;LGALS9B;EEF1A1;MAU2;CHMP4B;PPIG;PPIB;PPIA;ISCU;PPID;DDX5;RBM8A;PSMD14;STK4;PRPF8;SDCBP;EMG1;ZMAT2;LPXN;CYC1;UBE2F;HSPA8;TGFB1;UBE2B;PHF11;CBX1;PCIF1;MSN;ISG15;NFKBIA;DIAPH1;EIF2S3;BHLHE40;UBE2N;UBA3;PHF19;MUS81;DYRK4;USP36;TNFAIP3;HMGB1;ELAVL1;NFKBIZ;RBM5;KLF10;USP47;EED;BUD31;DCXR;RPS3A;PPP2R5C;IRAK4;ARID1A;SAFB;YWHAZ;TGFBR1;DDX19B;OAS1;EEF1D;THRAP3;IRF7;LUC7L3;MYH9;RBMS1;TERF2IP;ITGB1BP1;PFDN2;SASH3;ATF6B;TAF9;RNF8;MAT2B;PSMB10;NXF1;UGP2;TBX21;TRA2A;MAPK1;PTK2B;VHL;USP24;RBM38;NIPSNAP3A;PDE4DIP;S100B;USP28;USF1;CCS;NAA15;CCDC174;LPIN2;SSBP3;RAN
GO_Cellular_Component_2021	focal adhesion (GO:0005925)	7.441794e-10	8.905347e-08	0	0	2.558446e+00	5.377532e+01	RPL4;RPL5;RPL3;CLTC;ITGB2;ARPC5L;SLA;RPL10A;RPL6;ACTB;ACTG1;RPS4X;RPS14;CSRP1;RPS19;CFL1;BSG;ANXA6;FLOT1;RAC1;CAPN1;B2M;JAK1;ACTR3;CAP1;PDIA3;ANXA1;PPP1R12A;RPS7;RPL23;RPL22;RHOG;IL16;RPS3A;REXO2;YWHAZ;MYH9;ITGB1BP1;LCP1;PABPC1;EZR;MAPRE1;PPIB;PPIA;AHNAK;RPL12;PXN;CD99L2;PCBP2;LPXN;MAPK1;PTK2B;RPS2;RPL18;CD99;HSPA9;HSPA8;GSN;MSN;SRP68;PTPRC;ARPC2;ARPC3;PTPRA;PI4KA;CTNNB1;CALR
GO_Cellular_Component_2021	cell-substrate junction (GO:0030055)	1.310694e-09	1.176348e-07	0	0	2.516182e+00	5.146274e+01	RPL4;RPL5;RPL3;CLTC;ITGB2;ARPC5L;SLA;RPL10A;RPL6;ACTB;ACTG1;RPS4X;RPS14;CSRP1;RPS19;CFL1;BSG;ANXA6;FLOT1;RAC1;CAPN1;B2M;JAK1;ACTR3;CAP1;PDIA3;ANXA1;PPP1R12A;RPS7;RPL23;RPL22;RHOG;IL16;RPS3A;REXO2;YWHAZ;MYH9;ITGB1BP1;LCP1;PABPC1;EZR;MAPRE1;PPIB;PPIA;AHNAK;RPL12;PXN;CD99L2;PCBP2;LPXN;MAPK1;PTK2B;RPS2;RPL18;CD99;HSPA9;HSPA8;GSN;MSN;SRP68;PTPRC;ARPC2;ARPC3;PTPRA;PI4KA;CTNNB1;CALR
GO_Cellular_Component_2021	U2-type spliceosomal complex (GO:0005684)	1.546857e-08	1.110643e-06	0	0	4.407805e+00	7.927196e+01	SF3B5;SF3B3;RBM8A;CWC25;PRPF8;SART1;ZMAT2;SNRPB2;SNRPD3;TXNL4A;BCAS2;SRRM2;SF3A3;SF3A1;PRPF38A;CCDC12;BUD31;LSM4;LSM2;LSM6;SNW1;SYF2;LUC7L3;SNRPA1;SNRPE;SNRPF;SNRPB
GO_Cellular_Component_2021	secretory granule lumen (GO:0034774)	2.798190e-08	1.674250e-06	0	0	2.585937e+00	4.497386e+01	ARHGAP9;GHDC;GMFG;OLA1;CTSW;HMGB1;PSMD6;PSMD7;TIMP1;OSTF1;B2M;CTSD;CTSC;CAP1;SRGN;CCT2;SERPINB1;HSP90AA1;DBNL;NHLRC3;PGAM1;PRSS57;MIF;UNC13D;PSMA5;EEF1A1;FGR;ACLY;BIN2;CSNK2B;DOCK2;PPIA;PSMD14;GSTP1;PLAC8;SDCBP;PRDX4;PSMB1;MAPK1;CCT8;VTI1B;CTSA;DYNC1H1;HSPA8;GSN;TGFB1;TRAPPC1;XRCC5;EEF2;GALNS;ERP44;TOLLIP;PTPN6
GO_Cellular_Component_2021	large ribosomal subunit (GO:0015934)	5.314512e-08	2.669346e-06	0	0	5.317840e+00	8.907509e+01	RPL4;RPL5;RPL41;RPL3;RPL34;RPL23;RPL12;RPL22;RPL11;MRPL17;RPL35A;RPL23A;RPL10A;RPL6;MRPL10;RPL27A;RPL24;RPL37;RPL15;RPL29;RPL18
GO_Cellular_Component_2021	U2-type precatalytic spliceosome (GO:0071005)	5.948404e-08	2.669346e-06	0	0	5.967303e+00	9.928134e+01	SRRM2;SF3A3;SF3B5;SF3A1;SF3B3;PRPF38A;PRPF8;LSM4;LSM2;SART1;LSM6;ZMAT2;SNRPA1;SNRPE;SNRPB2;SNRPD3;SNRPF;TXNL4A;SNRPB
GO_Cellular_Component_2021	precatalytic spliceosome (GO:0071011)	8.810602e-08	3.514451e-06	0	0	5.767924e+00	9.369834e+01	SRRM2;SF3A3;SF3B5;SF3A1;SF3B3;PRPF38A;PRPF8;LSM4;LSM2;SART1;LSM6;ZMAT2;SNRPA1;SNRPE;SNRPB2;SNRPD3;SNRPF;TXNL4A;SNRPB
GO_Cellular_Component_2021	azurophil granule (GO:0042582)	2.347854e-07	7.825370e-06	0	0	3.179797e+00	4.853831e+01	CD63;HEXA;LPCAT1;PLAC8;RAP1B;SDCBP;SYNGR1;GLIPR1;LAMP1;TOM1;MAPK1;STOM;CCT8;CTSC;CTSA;CAP1;CCT2;DYNC1H1;MANBA;TRAPPC1;TMEM30A;NHLRC3;CMTM6;PRSS57;UNC13D;DDOST;BST2;GALNS;ACLY;VAMP7;RAB37;TOLLIP;LAMTOR1
