Gene_set	Term	P-value	Adjusted P-value	Old P-value	Old adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	cytoplasmic translation (GO:0002181)	4.080611e-24	1.647751e-20	0	0	9.915243e+00	5.339933e+02	RPL4;EIF4A1;RPL5;RPL3;RPL32;RPL10;RPL12;RPLP0;RPL11;RPL10A;RPL8;RPL9;RPL6;RPS15;RPS4X;RPL7A;RPS14;RPL18A;RPS18;RPL14;RPL13;RPL37;RPS2;RPS11;RPL39;RPS10;RPL17;ZC3H15;RPL19;RPS9;EIF2B3;RPS7;RPS8;RPL23;RPS5;RPL22;TMA7;RPS3A;RPS28;EIF3I;RPL27A;RPL37A;DRG1;RPL27;RPL29;RPL28;UBA52;RPS23
GO_Biological_Process_2021	protein targeting to ER (GO:0045047)	4.189942e-22	8.459492e-19	0	0	8.413126e+00	4.141293e+02	RPL4;RPL5;RPL3;RPL32;RPL10;RPL12;RPLP0;RPL11;RPL10A;RPL8;SRP14;RPL9;RPL6;RPS15;RPS4X;RPS14;RPL7A;RPL18A;RPS18;SEC61G;RPL14;RPL13;RPL37;RPS2;RPS11;RPL39;RPS10;RPL17;RPL19;RPS9;RPS7;RPS8;RPL23;RPS5;EDEM1;RPL22;RPS3A;SPCS3;RPS28;SPCS2;SPCS1;RPL27A;RPL37A;RPL27;RPL29;RPL28;UBA52;RPS23
GO_Biological_Process_2021	cotranslational protein targeting to membrane (GO:0006613)	3.312955e-21	4.459238e-18	0	0	8.692732e+00	4.099183e+02	RPL4;RPL5;RPL3;ARL6IP1;RPL32;RPL10;RPL12;RPLP0;RPL11;RPL10A;RPL8;SRP14;RPL9;RPL6;RPS15;RPS4X;RPL7A;RPS14;RPL18A;RPS18;RPL14;RPL13;SSR1;RPL37;RPS2;RPS11;RPL39;RPS10;RPL17;RPL19;RPS9;RPS7;RPS8;RPL23;RPS5;RPL22;RPS3A;RPS28;RPL27A;RPL37A;RPL27;RPL29;RPL28;UBA52;RPS23
GO_Biological_Process_2021	SRP-dependent cotranslational protein targeting to membrane (GO:0006614)	5.429561e-21	5.481142e-18	0	0	8.863864e+00	4.136094e+02	RPL4;RPL5;RPL3;RPL32;RPL10;RPL12;RPLP0;RPL11;RPL10A;RPL8;SRP14;RPL9;RPL6;RPS15;RPS4X;RPL7A;RPS14;RPL18A;RPS18;RPL14;RPL13;RPL37;SEC61B;RPS2;RPS11;RPL39;RPS10;RPL17;RPL19;RPS9;RPS7;RPS8;RPL23;RPS5;RPL22;RPS3A;RPS28;RPL27A;RPL37A;RPL27;RPL29;RPL28;UBA52;RPS23
GO_Biological_Process_2021	cellular protein metabolic process (GO:0044267)	2.340972e-20	1.890569e-17	0	0	3.786274e+00	1.711439e+02	RPL4;RPL5;APP;RPL3;RPL32;MRPS14;PRKCSH;UBE2D2;RPLP0;RPL8;MRPL34;RPL10A;RPL9;SPPL3;RPL6;RPS15;RPS4X;PCMT1;RPL7A;RPS14;RPL18A;RPS18;AKT2;RPL37;TIMP1;RPS11;RPL39;RPS10;MEN1;PSENEN;ATG3;RPS9;PARP4;RPS7;RPS8;RPL23;RPS5;APLP2;RPL22;MRPS21;RPS3A;RABGGTB;MRPS7;CKAP4;MRPS18C;EEF1A1;RPL37A;RPL27;PADI4;RPL29;GAS6;RPL28;UBA52;RPL10;RPL12;HM13;RPL11;RRBP1;SPG7;CSF2RA;RNF5;MRPL11;MRPL55;HSP90B1;CST3;NCSTN;RPL14;RPL13;RPS2;RPL17;RPL19;SEC11C;UBL4A;MCRS1;FUCA2;MRPL23;SPCS3;RPS28;SPCS2;SPCS1;MGAT4A;RPL27A;MSRB2;MAN2B1;LGMN;MSRB1;RPS23
GO_Biological_Process_2021	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay (GO:0000184)	4.517396e-18	3.040207e-15	0	0	6.457885e+00	2.579188e+02	RPL4;RPL5;RPL3;RPL32;RPL10;RPL12;EIF4A3;RPLP0;RPL11;RPL10A;RPL8;RPL9;RPL6;RPS15;RPS4X;RPS14;RPL7A;RPL18A;RPS18;MAGOH;RPL14;RPL13;RPL37;RPS2;RPS11;RPL39;RPS10;RPL17;RPL19;RPS9;RPS7;RPS8;RPL23;RPS5;RPL22;RPS3A;RPS28;RPL27A;RPL37A;RPL27;RNPS1;EIF3E;RPL29;RPL28;UBA52;RPS23
GO_Biological_Process_2021	peptide biosynthetic process (GO:0043043)	6.228219e-17	3.592793e-14	0	0	5.201898e+00	1.941081e+02	RPL4;RPL5;RPL3;RPL32;MRPS14;RPLP0;RPL10A;RPL8;MRPL34;RPL9;RPL6;RPS15;RPS4X;RPS14;RPL7A;RPL18A;RPS18;RPL37;RPS11;RPL39;RPS10;RPS9;RPS7;RPS8;RPL23;RPS5;RPL22;MRPS21;RPS3A;MRPS7;MRPS18C;EEF1A1;RPL37A;RPL27;RPL29;RPL28;RPL10;RPL12;RPL11;RRBP1;MRPL11;MRPL55;RPL14;RPL13;RPS2;RPL17;RPL19;MRPL23;RPS28;RPL27A;RPS23
GO_Biological_Process_2021	translation (GO:0006412)	2.476892e-16	1.250211e-13	0	0	4.291426e+00	1.542097e+02	RPL4;RPL5;RPL3;RPL32;MRPS14;RPLP0;RPL8;MRPL34;RPL10A;RPL9;RPL6;RPS15;EEF1B2;RPS4X;RPS14;TRMT112;RPL7A;RPL18A;RPS18;RPL37;RPS11;RPL39;RPS10;RARS2;RPS9;RPS7;RPS8;RPL23;RPS5;RPL22;MRPS21;RPS3A;MRPS7;MRPS18C;EEF1A1;RPL37A;RPL27;RPL29;RPL28;UBA52;RPL10;RPL12;RPL11;RRBP1;MRPL11;MRPL55;RPL14;RPL13;RPS2;RPL17;ZC3H15;RPL19;TMA7;MRPL23;AIMP2;RPS28;RPL27A;DRG1;RPS23
GO_Biological_Process_2021	nuclear-transcribed mRNA catabolic process (GO:0000956)	2.014162e-15	9.036876e-13	0	0	4.471989e+00	1.513257e+02	RPL4;RPL5;RPL3;RPL32;EIF4A3;RPLP0;RPL10A;RPL8;RPL9;RPL6;RPS15;RPS4X;RPS14;RPL7A;ZFP36;RPL18A;RPS18;MAGOH;RPL37;RPS11;RPL39;RPS10;RPS9;RPS7;RPS8;RPL23;RPS5;RPL22;RPS3A;RPL37A;RPL27;RPL29;RPL28;UBA52;DDX5;RPL10;RPL12;RPL11;EXOSC8;RPL14;RPL13;RPS2;DCPS;RPL17;RPL19;SAMD4A;PAN2;CNOT6;RPS28;RPL27A;RNPS1;EIF3E;RPS23
GO_Biological_Process_2021	gene expression (GO:0010467)	9.940214e-14	4.013858e-11	0	0	2.954207e+00	8.844778e+01	RPL4;RPL5;RPL3;RPL32;MRPS14;EIF4A3;RPLP0;RPL8;MRPL34;RPL10A;RPL9;RPL6;RPS15;RPS4X;RPS14;RBM4;RPL7A;RPL18A;RPS18;MAGOH;EPC1;RPL37;RPS11;RPL39;RPS10;SEC13;RPS9;NUP210;RPS7;RPS8;RPL23;RPS5;RPL22;MRPS21;RPS3A;MRPS7;MRPS18C;THOC6;EEF1A1;RRAGC;HNRNPUL1;NUP50;RPL37A;SRSF2;RPL27;SRSF4;RPL29;RPL28;SRSF7;RPL10;POLDIP3;RPL12;RPL11;RRBP1;DEDD2;MRPL11;MRPL55;U2AF1L4;NXF1;RPL14;POLR2E;RPL13;RPS2;RPL17;POLR2J;RPL19;POLR2L;RBM39;NUP155;MRPL23;HNRNPL;SETX;RPS28;RPL27A;HNRNPA2B1;DRG1;RNPS1;RPS23
GO_Biological_Process_2021	aerobic electron transport chain (GO:0019646)	1.164472e-13	4.274669e-11	0	0	8.061013e+00	2.400677e+02	NDUFB9;NDUFA11;NDUFB10;COX15;NDUFB5;COX4I1;COX6A1;COX7C;COX5A;UQCRFS1;CYC1;NDUFV2;COX8A;NDUFA8;NDUFA4;NDUFA2;NDUFA1;NDUFC2;SDHD;COX6C;COX6B1;NDUFS7;SDHAF2;NDUFS6;UQCRQ;NDUFS4;NDUFAB1;NDUFS3;CYCS
